misconception_id,misconception,tweet,tweet_id,label
29,Clapping will kill coronavirus.,Bruh the Pope got coronavirus???? We’re done for.,1233938201447976960,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,European union countries should coordinate their responses to the outbreak of the coronavirus to avoid diverging approaches the EU's health commissioner Stella Kyriakides told reporters,1233963863776907264,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,Coronavirus: First case of Covid-19 confirmed in the Republic of Ireland。Comments are worth reading. ,1233932438180679680,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,Pollution in China is going down because of the coronavirus. Maybe it’s not that bad,1233927116640727040,na
25,Holy communion cannot be the cause of the spread of coronavirus,"This world is cursed with SIN. Only Jesus the eternal Son of God can save.""For all have sinned+fall short of the glory of God...the wages of sin is death,but the gift of God is eternal life through Jesus Christ our Lord."" Rom3:23, 6:23
#virus #flu #corona #coronavirus #body #fear",1233917140459110400,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"Helpful thread on how long coronavirus lives on surfaces, and how higher humidity can help prevent transmission.",1233917253025845248,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",A Chinese city of 11 million people has been quarantined after a mysterious — and deadly — coronavirus outbreak,1233918433613537280,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,Coronavirus has revealed that people need to be told to wash their hands.,1233909729103089664,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,Fuck all the Loyola students studying in Rome rn are being sent home over COVID-19 wtf,1233951818507522048,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,"Namaste, not handshakes, to prevent Covid-19",1233991757013999616,neg
25,Holy communion cannot be the cause of the spread of coronavirus,"In this difficult and difficult time with the Corona Virus, let us point to the beautiful Word, the divine source we have already prepared, and have a movement for victory, and also to realize a step in the process of maturity in which the truth is free to move.",1233916123759796224,na
33,Eating cabbage prevents coronavirus infection.,LG Display halts work at phone screen factory after coronavirus infection,1233947830626091008,na
12,Methanol consumption cures or protects against coronavirus.,PSA: to prevent spread of coronavirus eat ass,1233964987623837696,na
12,Methanol consumption cures or protects against coronavirus.,"You responded to ""what are [fun] ways to avoid Coronavirus?""
The implication is clear. 

Again, eating healthy is fantastic and beneficial.
It still won't prevent contraction of Coronavirus/COVID19. Or cure it.",1233908589284057088,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,"And, of course, residents and staff at a Washington nursing home have tested positive for COVID-19. I might not be all that concerned for myself, but I sure as heck am worried about my parents, my grandpa, and my older friends and colleagues!",1233956018318647296,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,Half the people who have contracted the corona virus are already healthy again,1233950676708929536,na
10,Coronavirus is caused by 5G.,Bill Gates warns: Coronavirus could be a 'once-in-a-century Check out,1233908953106538496,na
3,Coronavirus is genetically engineered.,I am very interested in where/what the source of COVID-19 turns out to be. What I do know is that the State Department was responsible for the order to fly potentially exposed individuals into the country to be met by inadequately trained teams with insufficient protective gear.,1233951567339909120,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"It occurred to me that a lot of things over the last couple of months were shipped from China by Amazon and others. If the virus can live 2 to 3 days on a surface, could workers have touch the item is being shipped and left the virus on the items when the packaging?",1233908973696430080,pos
50,It is safe for individuals infected with COVID-19 to go to work.,"4. The laboratory test for the detection of Covid-19 does not have to be paid, but only if the criteria are met:
- symptoms present
- Exclusion of other causes",1233926907458203648,na
13,Whiskey and honey cure coronavirus.,A Washington man has died from coronavirus: What we know about the first death in the US,1233935504183263232,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,"Although hand hygiene is far more effective than face masks, the latter gets far more attention. In this article I explore the efficacies of face masks amid the COVID-19 outbreak.",1233921806253182976,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,My wife just told me that people in China who live in high rises are throwing their dogs off the balcony’s because dogs can catch the coronavirus. Burn in hell animals,1233925949613166592,na
21,Fennel tea cures coronavirus.,"Anti-vaxers: 
Guys we‘ve had this whole thing under control all along. All we need to do is ramp up some essential oils, take herbs, and hot baths in the evening. Light some incense and sing kumbaya and you’ll be good as new in the morning. #coronavirus #covid19 #antivaxers",1233913189168869376,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,"Conspiracy theory: some whacko environmentalist created Covid-19 to save the planet, but sadly, at what cost",1233908304780365824,na
38,Shaking hands cannot spread coronavirus.,"Typing this as I’m w/ my 101yo grandma as she teaches me to make liver 🤑.
Told her she needs to keep washing hands (covered in raw liver) after touching everything. She says, I don’t care if I get coronavirus.
Told her that’s fine, but you need to care about who you infect. Sigh",1233920080951431168,na
25,Holy communion cannot be the cause of the spread of coronavirus,"AIDS, H1N1, Coronavirus... Yah our god sends his judgments, men discover how to cure, and then he sends another one brand new;  divine judgment never stops on Earth",1233907668949045248,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72 314 Cases From the Chinese Center for Disease Control and Prevention | Global Health | JAMA | JAMA Network,1233952154567794688,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,Number of COVID-19 Cases of in Greece Reaches Seven - Reports: via,1233977126715564032,na
3,Coronavirus is genetically engineered.,coronavirus is only really dangerous to old people as god sent it down to punish them for being old people,1233938342905032704,na
8,Vitamin C can prevent coronavirus circulation.,"Effective basic precautions against cold and flu viruses
To help prevent all respiratory illnesses including Coronavirus COVID-19:

Clean your hands often with soap and water or use alcohol-based hand sanitizer.
Cough and sneeze into the bend of your arm, not into your hand.",1233993662952067072,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,"The percentage of death from COVID-19 is estimated at 1.4 - 2% compared to 0.1% for normal flu. This can be disputed though, as many cases of coronavirus may have been mild and gone undetected (lowering the percentage). The contagion rate is very important here too.",1233915214992748544,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,"Is hand sanitizer effective against corona virus?  I know it had limited effectiveness against viruses, but WA DOH mentioned it as option if no ability for hand washing.",1233976494784831488,na
55,Drinking Corona-brand beer causes COVID-19.,The World Health Org. has renamed coronavirus to COVID-19 stating the name can’t have a geographic name or be a name related to people or a group of people but said nothing about having a beer name. It reminds me of: covfefe 😁,1233925252134113280,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,The tone of the article suggests that there might be tens of thousands of people in Japan being infected with coronavirus SARS CoV-2.,1233983559506911232,na
3,Coronavirus is genetically engineered.,"nah. A biological warfare agent would kill 99% of its victims, not 2% like the corona virus. This is a naturally occurring virus.",1233931758527107072,neg
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona",1233954572458188800,pos
17,Avocado and mint tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona",1233988929617092608,na
5,The first person infected is a researcher named Huang Yanling.,"Well 2% of Wuhan population of ten million was something like 200,000 dead. Massive quarantine is what stopped that. Trump is doing nothing so the full impact of millions being infected is about to happen",1233973088737472512,na
8,Vitamin C can prevent coronavirus circulation.,Modern plumbing helps prevent spread of COVID-19 Coronavirus. Toilets and the installation of water distribution systems that deliver clean water into homes are widely acknowledged to have saved more lives than anything else in the world:,1233919910998413312,na
21,Fennel tea cures coronavirus.,Oh and lipsomal vitamin C made from organic ground orange peel taken hourly. IV vitamin C is being tried in China to stop the Cytokine Storm...,1233980763453960192,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Have we forgotten the spread in animals? Presumably livestock, wild animals and pets can pass COVID-19 to us. What about eating meat from infected animals. There are already reported cases of Coronavirus in dogs in China.",1233981202459189248,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,How is Trump to blame for COVID-19? And what magic wand does he possess to really do anything about it? Be pissed at China where all this started.,1233916385027186688,na
22,Cocaine cures coronavirus.,"I suggest y'all detox with vinegar/ lemon water daily, and assume that everything you touch has germs. Boost your immune systems and avoid excessive sugar and processed foods. That's my coronavirus advice.",1233906614400430080,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona",1233985720852844544,pos
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,"Markets world over needed a catalyst for overdue correction,  it came in the form of COVID-19 
couple it up with trillions of dollars lost in factories lock down and export ban from China, its just Icing on the cake",1233967787648962560,na
10,Coronavirus is caused by 5G.,"COVID-19 CORONAVIRUS 
/ STATUS OF COVID-19 OUTBREAK IN USA 
/ CASE IN WASHINGTON STATE, USA 
/ COVID-19 INTRA-USA SPREAD?:",1233953825293307904,na
3,Coronavirus is genetically engineered.,"America, is exposed to a major threat with the #Coronavirus, ""as a result of the authorities' deliberate disregard for the seriousness of this virus"", which would put the lives of citizens at risk of the spread of this virus in an epidemic manner that cannot be controlled.",1233959839438704640,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"good to know for dog owners:

""The Centers for Disease Control and Prevention suggests pet owners restrict contact with pets and other animals if the owner is infected with COVID-19. That includes ""petting, snuggling, being kissed or licked, and sharing food.""",1233932171800244224,na
42,Vitamin D pills prevent COVID-19.,"4. The laboratory test for the detection of Covid-19 does not have to be paid, but only if the criteria are met:
- symptoms present
- Exclusion of other causes",1233926907458203648,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,"Coronavirus: Empty stadiums, Iran MP dies and France warns against kissing as world gets to grips with",1233949693207597056,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,I'm praying that the coronavirus is not that serious and is overexaggerated by the media. I'm hoping it's just another flu and will die out when the weather starts getting hotter. I mean the only people that are dying from it are just people who have breathing problems.,1233970174409265152,na
36,Chloroquine can cure coronavirus,Chloroquine has disappeared off shelves in many locations as reports it helped with coronavirus.,1233979812152258560,na
29,Clapping will kill coronavirus.,my mom is obsessing over this coronavirus hooplah,1233908236727803904,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,"Imagine if it jumps to our pets? A #doghastestedpositive for ‘#lowlevel’ #coronavirus disease or (#COVID-19). February 26, the dog of a patient who tested positive. Oral, nasal &amp; rectal samples collected of the #virus. The dog is now",1233963767723175936,na
7,Boiled ginger can cure coronavirus.,Iran we need answers 🤣🤣🤣 oil on anus cures the coronavirus. Crazy shias need to stop wat ever they're,1233944990285328384,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona",1233943136768008192,pos
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,"This is the best article on COVID-19
(the CORONAVIRUS) that I have read. It was written by FERGAL BOWERS. 
It is informative. It has sound suggestions. It is",1233906862354886656,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,I think it’s no coincidence that the same percentage that believe that Corona Beer causes COVID-19 is the percentage that worships DT.  Even though it’s a “Hoax”,1233932465611460608,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,"We don't have a vaccine for COVID-19, but we *do* have the cure for ignorance! Get your weekly dose of newsy infotainment from @USERNAME, @USERNAME, and on a BRAND NEW EPISODE of @USERNAME!

GET",1233945454481559552,na
16,Acetic acid is effective against coronavirus.,"Corona beer does not cause coronavirus, but a survey shows that US ‘purchase intent’ is down ",1233968793686245376,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.","There’s a vaccine for flu.  In the USA you have to pay for it, most advanced countries don’t.  There’s no vaccine for coronavirus which means this virus spreads quicker and has a higher fatality rate. Plus the US have not had sufficient testing kits; it could be a time bomb.",1233907998667558912,na
37,Jamaat cannot become a source of infection.,"We need testing FREE of cost to Americans across #USA🇺🇸 so anyone with symptoms can get tested in any state at designated clinics. If it’s not done ppl will not know, spread will be a silent killer. #CDC #WHO #COVID19 #coronavirusus #USA #americans #LasVegas #California #oregan",1233994640207933440,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",Seems like testing kits that actually work and widespread testing would be an awesome approach to reducing the coronavirus threat. Insulting tweets to citizens about face masks is not very helpful.,1233935030877138944,na
61,Lions were freed to keep people off the streets in Moscow.,"I understand that masks may be MORE effective if worn by the sick. But saying they are not effective at all for the non-sick makes no sense.

Also masks are mandatory in China now. You will be arrested without one. When you don't know who is sick, everyone should wear one.",1233971194723876864,na
3,Coronavirus is genetically engineered.,There probably will be a movie or a story how coronavirus was a weapon used to Target global economy and a business tactic.,1233956260187377664,na
12,Methanol consumption cures or protects against coronavirus.,"CDC says shaving beards is a good preventative measure for coronavirus, but aren’t those guys drinking PBR?",1233935766084079616,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,COVID-19 containment loophole: flee China via other countries via,1233954692385910784,na
38,Shaking hands cannot spread coronavirus.,"sir,people are travelling out of country to corona virus infected countries,what's the guarantee they are not infected,since incubation period is more than 14 days.india is too populated and containing this virus will be difficult .we can work only if we are alive.",1233949560973582336,na
49,We're very close to a vaccine.,People are being too overdramatic about the Coronavirus.,1233944858479382528,na
39,Salt water protects from coronavirus.,"he best protection against coronavirus is washing your hands -- but you have to do it properly:

Shower  Wet your hands

Shower  Lather, making sure to get soap in all the nooks and crannies 

Shower  Scrub for *20 seconds*

Shower  Rinse and *dry thoroughly*
The best prevention",1233912165934993408,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,Anyone else surprised trump didn't put a lock down on DC after a person died from covid-19 in Washington?,1233989939714347008,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,Fighting Stigma: Irish ministers hold coronavirus outbreak talks: Taoiseach Leo Varadkar and Irish Health Minister Simon Harris held a ... The one presumptive positive case of COVID-19 in Northern Ireland has now ...,1233976641388339200,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,"Cases out-side China have been increasing by over 20% per day for a few days now. The mortality rate is 3.44% and climbing (because deaths lag confirmed cases). 8% of confirmed cases (positive tests) show little to no symptoms, which suggests loads more asystematic people...",1233921466594402304,na
7,Boiled ginger can cure coronavirus.,Apparently eating cat shit is the cure to coronavirus,1233984684444483584,na
17,Avocado and mint tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona",1233989416500244480,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,We need a decoding of Steven Soderbergh’s Contagion film from 2011.. lung dis-ease similar to the coronavirus which is a respiratory dis-ease also started in China and spread to the states rapidly etc just like the film🤔 conspiracy theorist y’all should have fun with this,1233980199697604608,na
48,There will be 500 deaths at the end of the pandemic.,"Ok who's going to test this hypothesis: Following the #Coronavirus pandemic(?), there will be a significant reduction in #Influenza deaths worldwide.
Reason: People are finally taking #handwashing seriously 
#silverlining #positivethoughts",1233918750077915136,na
2,Drinking large amounts of water will protect against coronavirus.,if you possess more than 30 rolls of toilet paper you are immune to coronavirus,1233925339169976320,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,"such as a viral cold. But, it's wrong to equate COVID-19 with a disease that doesn't require treatment, said Wang Guiqiang, chief physician at Peking University First Hospital.",1233955449730256896,na
29,Clapping will kill coronavirus.,The CoronaVirus will not stop my European hot girl summer,1233914285069348864,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,Israeli Researchers on the Brink of Providing a Vaccine for CoVid-19 (Coronavirus),1233936536334290944,na
22,Cocaine cures coronavirus.,"How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona",1233991017923334144,na
15,Coronavirus can only survive in cold temperatures.,"This along with the hot weather in the country may lead to lower damage from  #coronavirus in India

#coronavirusindia",1233969981349617664,pos
51,COVID-19 is only as deadly as the seasonal flu.,"“current estimates of a roughly 1% fatality rate are accurate. This would make Covid-19 more deadly than seasonal flu, which is estimated to kill between 290,000 and 650,000 people a year globally.”",1233919882510700544,neg
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona",1233977988024274944,pos
61,Lions were freed to keep people off the streets in Moscow.,My wife just told me that people in China who live in high rises are throwing their dogs off the balcony’s because dogs can catch the coronavirus. Burn in hell animals,1233925949613166592,na
61,Lions were freed to keep people off the streets in Moscow.,And the protesters in Hong Kong are on the streets....coronavirus won't stop them,1233986279500582912,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,Then multiply that by about 7.  Incubation period for flu is 2 days.  Coronavirus is 14 days.  People can spread the virus for 14 days without even realizing they are sick.,1233949282736254976,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,"NHS plans to deploy ‘Dad’s Army’ of retired doctors if Covid-19 spreads Meanwhile, China deploys thousands of military medical staff becoz they aren't run by corrupt politicians with corporate overlords..",1233931218736992256,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona",1233981713392386048,pos
24,Coronavirus is cured by shuanghuanglian.,".@LonnieRhea 
 Dug up this report on exquisite killing of SARS by indomethacin. Since SARS 80% gentically identical to #Wuhan #coronavirus #Covid2019, wonder if it would have effect on new virus also? Dirt cheap, widely available. Thoughts?",1233986675052810240,na
48,There will be 500 deaths at the end of the pandemic.,"Our world 🌍 🌎 &amp; our nation’s 🇺🇸 public health systems are so underfunded that we may not be able to prevent the next pandemic. 
We should increase investments in CDC, state and local governmental health departments by 25% per year for the next 10 years.  #coronavirus #COVID19",1233909017992400896,na
55,Drinking Corona-brand beer causes COVID-19.,"Thailand reports its first #covid19 death- Thai male patient, age 35 years old, retail worker infected covid-19, died on 29 February 2020 at 18.25 pm. Also suffering from dengue fever.",1233979541229592576,na
20,Vitamin D cures coronavirus.,"St David's Day ewes - Dragons, daffodils and leeks, Coronavirus, Seniors, Minis and Mums",1233936587433631744,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.","Scientists suspect that the new virus passed to humans from animals. Some of the earliest infections were found in people who had exposure to a wildlife market in Hubei's provincial capital Wuhan, where bats, snakes, civets and other animals were sold.
Educate yourself",1233979466889748480,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,"Published a new blog entry COVID-19 INFECTS IRANIAN VICE PRESIDENT, KILLS IRAN AMBASSADOR TO VATICAN in",1233950129763151872,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,"US Reports First Death From COVID-19 

Dr. Amy Coburn|  Comments 
People need utilize proper BSL-3 biocontainment protocols to prevent spread of a virus. These viruses are routinely contained in rooms in research facilities housing infected animals.",1233947176960655360,na
23,SARS-CoV-2 can survive for weeks on surfaces.,Study finds that Coronavirus could survive up to NINE DAYS outside the body,1233929464444260352,pos
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.","#NewsAlert | Covid-19 outbreak raises fears of a pandemic.

300 students from Jammu and Kashmir stuck in Iran.

Parents appeal to the centre to fly children back home.

33 countries report 1st cases in the last 9 days.",1233969485846994944,na
7,Boiled ginger can cure coronavirus.,"Pro tip- Salmonella can kill Coronavirus.
So, rub yourself with raw chicken before leaving the house.
Remember to let it sit out overnight beforehand!",1233909191753887744,na
25,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus: Latest patient was first to be infected in UK,1233962248453804032,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,How could anti-bacterial hand sanitisers protect against the coronavirus?,1233972136445911040,pos
19,Vitamin C cures coronavirus.,"Seriously 😒 my foot 🦶 is broken!! Three times in three years! I can see the bone 🦴, the pain is an 8 after cbd topical, 3 500mg Tylenol, 4 blunts, a snow foot bath and a hot tea!! No I won’t go to the hospital 🏥 I’m not catching the #Coronavirus #flu #mad #hurt",1233956490605735936,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,Evidence suggesting that reinfection of Covid-19 bumps up mortality rate the same way Dengue fever does. You don't want to get sick now AND later when healthcare becomes unavailable.,1233986402863370240,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,T&amp;T gets ready as the world battles COVID-19,1233919791624282112,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,"The pathetic thing about human fear (besides it's complete lack of rational) is that it often is more dangerous than the source of fear...
COVID-19 is killed by a derivative of lauric acid called Monolaurin (Lauricidine).
So take it and move on. It kills the virus.",1233968870056243200,na
2,Drinking large amounts of water will protect against coronavirus.,I’m pretty sure the CDC said that you can protect against transmission of Corona Virus by actually drinking cold corona and eating tacos.,1233926055880200192,na
29,Clapping will kill coronavirus.,Corona beer causes coronavirus? Wtf!,1233987082848284672,na
22,Cocaine cures coronavirus.,""" A search for ""coronavirus"" on Amazon brought up results for face masks, disinfectant wipes and newly-published books on viral infections...It also offered results for vitamin C boosters - a fake cure for the virus..""
",1233924981911846912,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",Six People From The Diamond Princess Cruise Ship Have Now Died From COVID-19 After Quarantine Failure #Topbuzz,1233924451357675520,na
19,Vitamin C cures coronavirus.,"It's probable caught Rhinovirus not Coronavirus. Get many doses of good chicken soup, run humidifier and bundle up for a few days. In future use zinc lozenges at the very first twinge of cold symptoms.  It works astoundingly well in reducing severity of colds.",1233906793761386496,na
51,COVID-19 is only as deadly as the seasonal flu.,"That is untrue. Body have immune response, that's why a vaccine will work on it. It acts and can be treated like a severe case of flu.
""overall clinical consequences of Covid-19 may ultimately be more akin to those of a severe seasonal",1233985635066744832,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,Kansai businesses suffer as COVID-19 alarm hurts tourism,1233916122518499328,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"influence of COVID-19 on the human body is like a combination of SARS and AIDS as it damages both the lungs and immune systems,"" Peng Zhiyong, director of the [ICU]  of the Zhongnan Hospital of Wuhan University in Wuhan""",1233928654003961856,na
25,Holy communion cannot be the cause of the spread of coronavirus,“We consider this holy shrine to be a place of healing. That means people should come here to heal from spiritual and physical diseases.”,1233971706966007808,na
28,Using namaste as a greeting prevents transmission of covid-19.,"Highly effective contact tracing &amp; case isolation cld b enough to control a new outbreak of COVID-19 w/in 3 months. 
This decreases w/ long delays from symptom onset to isolation, fewer cases ID’d by contact tracing, &amp; increasing transmission b4 symptoms.",1233906872048111616,na
36,Chloroquine can cure coronavirus,Chloroquine identified as one of the drugs to cure Coronavirus – COVID-19,1233935785189003264,pos
45,Alex Jones' silver-infused toothpaste kills COVID-19,"i.e. Trump is to blame for COVID-19?

Come now my friend &lt;g&gt;",1233963621870395392,na
29,Clapping will kill coronavirus.,"Exercise patience. Both, Friday and Saturday President Trump and experts have addressed our Country with the Coronavirus. Quarantine will not kill the individuals, but rather safeguard them and the public. Waiting a few days will not kill anyone.",1233916470511460352,na
3,Coronavirus is genetically engineered.,"The first time Trump's team had to deal with COVID-19, it made a critical mistake—with a cost #SmartNews It’s clear now that the very first time this White House was forced to confront this threat, it fumbled the response. One time may be all it took.",1233927724315693056,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown","HEALTH EMERGENCY / COVID-19 CORONAVIRUS OUTBREAK:
COVID-19 Johns Hopkins CSSE online electronic dashboard data @ 1/3/20: Also small numbers of COVID-19 cases in Estonia, Egypt and Sri Lanka.",1233967317689753600,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,I suspect there are way more people infected by COVID-19 than we are lead to believe.,1233935399233318912,na
10,Coronavirus is caused by 5G.,"Mexico has confirmed its first two cases of coronavirus. It marks the official spread of the disease to a second Latin American nation, after Brazil.",1233950085446238208,na
38,Shaking hands cannot spread coronavirus.,Say No to Chinese products this Holi. And save our country's economy. Corona epidemic is also a gift from China. So do resolve this Holi to #AdoptVedicHoliPreventCorona outbreaks in India.,1233955685605314560,na
42,Vitamin D pills prevent COVID-19.,"It could be the result of certain medications (ie. immunosuppressors), issues within the bone marrow itself or the presence of an acute viral infection.  Patients with COVID-19 who are suffering from severe leukopenia have much poorer outcomes.",1233906073712484352,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,How do Kenyatta hospital know if someone is infected or not? We even have no trust with the hospital's capacity .... Si mlifungua brain ya mwenye alikua na malaria the other day????? The best part is Corona hiachagui tajiri wala maskini mtakoma udaku💪,1233973129938112512,na
13,Whiskey and honey cure coronavirus.,lots of people infected by coronavirus are diagnosed with common pneumonia.,1233992168978579456,na
13,Whiskey and honey cure coronavirus.,A man being treated for coronavirus became Australia's first fatality after being quarantined aboard the Diamond Princess cruise ship.,1233930528979607552,na
3,Coronavirus is genetically engineered.,"Corona virus epidemic is the first true test on Universal Healthcare. The need, approach, and countermeasures depends the basics that have been advocated for at primary level. These basics are our level of hygiene. The virus is here to reset that.",1233983432990044160,na
51,COVID-19 is only as deadly as the seasonal flu.,"Corona virus facts: it’s about as infectious as the common flu, but somewhat more fatal (latest estimate is 1.4% of cases result in death)",1233905864504938496,neg
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,There's an outbreak of coronavirus in Kirkland where one person died today. Two people connected to the Life Care Center of Kirkland have tested presumptively positive for COVID-19. #VoteBlueToSaveOurCountry ,1233942362969145344,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,Officials say a patient in his 50s came to EvergreenHealth Medical Center with serious respiratory issues and tested positive for,1233913592908435456,na
5,The first person infected is a researcher named Huang Yanling.,It seems an unlikely coincidence that the only level 4 biolab in China is in Wuhan where the outbreak began.,1233906439988617216,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,"Coronavirus: Empty stadiums, Iran MP dies and France warns against kissing as world gets to grips with",1233949693207597056,na
17,Avocado and mint tea cures coronavirus.,"A few things about the a Corona Virus / Convid-19. We as Americans have a higher higiene, better diet and   Lysol/Clorox.",1233953598439976960,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",Indian Man Who Returned From #Coronavirus-Hit Malaysia Dies In Kerala. Samples taken from the man had tested negative for the virus. There are millions of cases that would test negative though they are infected with #COVID19. That is why it is very dangerous. #DigitalIndia,1233983580419719168,na
55,Drinking Corona-brand beer causes COVID-19.,Trend up+7736: *Ji Y* et al (Lancet Glob Health) __Potential association between COVID-19 mortality and health-care resource,1233917525353734144,na
37,Jamaat cannot become a source of infection.,Children can be affected by coronavirus..... YOOO BETT,1233908406844641280,na
36,Chloroquine can cure coronavirus,"It can be treated now.

""Chloroquine phosphate, an old drug for treatment of malaria, is shown to have apparent efficacy and acceptable safety against COVID-19 associated pneumonia in multicenter clinical trials conducted in",1233929865121812480,pos
1,A person can tell if they have coronavirus or not simply by holding their breath.,Chances are pretty good that you may contract the coronavirus from a person providing a service for you from cleaning the bathrooms to handling your food or in the doctor's office when people can't afford to stay home when they're sick.,1233914486857162752,na
37,Jamaat cannot become a source of infection.,"The corona virus is in my own community now. Community transfer, no known trail of transmission.",1233961343570436096,na
